abbr,name,Tmin [C],Tmax [C],mp [C],A [log10(atm)],B [K],C [K],SE [atm],ref,data_source,data_num,formula,IUPAC,CAS,smiles,phase,Tmid [C],P@25 [log10(atm)],P@100 [log10(atm)],P@200 [log10(atm)],P@500 [log10(atm)],P@min [log10(atm)],P@max [log10(atm)],P@mid [log10(atm)],data_type,P25_MAD,P25_mean,P25_SD,P25_median,num_valid,num_outliers
DADP,Diacetone diperoxide,60.0,97.0,132.0,9.16965516,3837.860337,0.0,,Brady 2012,Brady 2012,3,C6H12O4,"3,3,6,6-tetramethyl-1,2,4,5-tetraoxane",,CC1(OOC(OO1)(C)C)C,solid,78.5,-3.7025914843065593,-1.1153785717432676,1.058357818776285,4.2057279311310865,-2.350261805330934,-1.1987369432014052,-1.744209014605433,valid,0.059947277631310136,-3.6706897961758735,0.09131542615443236,-3.697790428068507,10,0
DADP,Diacetone diperoxide,60.0,96.0,132.0,9.28691467,3878.684018,0.0,,Brady 2012,Brady 2012,3,C6H12O4,"3,3,6,6-tetramethyl-1,2,4,5-tetraoxane",,CC1(OOC(OO1)(C)C)C,solid,78.0,-3.7222552713047126,-1.1075219319027205,1.0893366968413822,4.270185680799974,-2.355540734472461,-1.2201529664621429,-1.7587467795229959,valid,0.059947277631310136,-3.6706897961758735,0.09131542615443236,-3.697790428068507,10,0
DADP,Diacetone diperoxide,60.0,96.0,132.0,9.030680925,3793.562299,0.0,,Brady 2012,Brady 2012,3,C6H12O4,"3,3,6,6-tetramethyl-1,2,4,5-tetraoxane",,CC1(OOC(OO1)(C)C)C,solid,78.0,-3.692989371830455,-1.1356390508810144,1.0130072506895278,4.124049224812455,-2.3562687943456417,-1.2457982812847082,-1.7725720979246766,valid,0.059947277631310136,-3.6706897961758735,0.09131542615443236,-3.697790428068507,10,0
DADP,Diacetone diperoxide,-7.3,21.7,138.0,11.3,4417.0,0.0,,Damour 2010 [56],Ewing 2013,1,C6H12O4,"3,3,6,6-tetramethyl-1,2,4,5-tetraoxane",,CC1(OOC(OO1)(C)C)C,solid,7.199999999999999,-3.5146905919839018,-0.5370628433605784,1.96469407164747,5.587007695789951,-5.314632311453828,-3.6804985585891146,-4.45530586766542,valid,0.059947277631310136,-3.6706897961758735,0.09131542615443236,-3.697790428068507,10,0
DADP,Diacetone diperoxide,67.5,119.8,138.0,9.455621964,3880.966438,0.0,0.041182015,Egorshev 2013,Egorshev 2013,30,C6H12O4,"3,3,6,6-tetramethyl-1,2,4,5-tetraoxane",,CC1(OOC(OO1)(C)C)C,solid,93.65,-3.561203251495556,-0.9449312666043141,1.2532201083516856,4.435940869775076,-1.9372048024758541,-0.4208672534576916,-1.1249844645714298,valid,0.059947277631310136,-3.6706897961758735,0.09131542615443236,-3.697790428068507,10,0
DADP,Diacetone diperoxide,1.55,40.95,138.0,7.943937419,3019.293075,-36.1312085,0.011753027,Hartel 2017,Hartel 2017,31,C6H12O4,"3,3,6,6-tetramethyl-1,2,4,5-tetraoxane",,CC1(OOC(OO1)(C)C)C,solid,21.25,-3.5792554700107884,-1.0148896587476814,1.035097035645454,3.847307713188761,-4.711921949764084,-2.9180484129598456,-3.7465694264622025,valid,0.059947277631310136,-3.6706897961758735,0.09131542615443236,-3.697790428068507,10,0
DADP,Diacetone diperoxide,15.0,50.0,138.0,10.59,4275.0,0.0,,Oxley 2009 [31],Ewing 2013,1,C6H12O4,"3,3,6,6-tetramethyl-1,2,4,5-tetraoxane",,CC1(OOC(OO1)(C)C)C,solid,32.5,-3.748420258259266,-0.8665188262092993,1.5548103138539577,5.060671926534307,-4.246022904737117,-2.6391505492805205,-3.3965859643382963,valid,0.059947277631310136,-3.6706897961758735,0.09131542615443236,-3.697790428068507,10,0
DATB,"1,3-Diamino-2,4,6-trinitrobenzene",92.8,176.8,294.0,11.86,7492.0,0.0,,Cundall 1981 [54],Ewing 2013,1,C6H5N5O6,"2,4,6-trinitrobenzene-1,3-diamine",1630-08-6,O=N(=O)C=1C=C(C(N)=C(C1N)N(=O)=O)N(=O)=O,solid,134.8,-13.268291128626533,-8.217716735897096,-3.974302018387405,2.1697717131216443,-8.612742177893157,-4.790738970996777,-6.504995710258612,valid,0.20649253731343276,-13.474783665939967,0.29202454679748896,-13.474783665939967,2,0
DATB,"1,3-Diamino-2,4,6-trinitrobenzene",62.6,108.1,294.0,10.85,7314.0,0.0,,Rosen 1969 [58],Ewing 2013,1,C6H5N5O6,"2,4,6-trinitrobenzene-1,3-diamine",1630-08-6,O=N(=O)C=1C=C(C(N)=C(C1N)N(=O)=O)N(=O)=O,solid,85.35,-13.681276203253399,-8.750696770735631,-4.608099968297582,1.3899987065899229,-10.934065524944154,-8.334262295081968,-9.551673640167364,valid,0.20649253731343276,-13.474783665939967,0.29202454679748896,-13.474783665939967,2,0
DMDNB,"2,3-Dimethyl-2,3-dinitrobutane",19.92,43.14,208.4,15.50053352,9542.854198,154.8878529,0.009934204,Stejfa 2021,Stejfa 2021,12,C6H12N2O4,"2,3-Dimethyl-2,3-dinitrobutane",3964-18-9,O=N(=O)C(C)(C)C(N(=O)=O)(C)C,solid,31.53,-5.563609656809591,-2.5717583537555573,0.3058216822734394,5.217704895952178,-5.802484467565678,-4.752655672288546,-5.2643092290782025,valid,0.022003435225500745,-5.585613092035092,0.031117556514701054,-5.585613092035092,2,0
DMDNB,"2,3-Dimethyl-2,3-dinitrobutane",43.2,103.2,208.4,8.979648726,4221.475504,-8.755419816,0.001134958,Stejfa 2021,Stejfa 2021,12,C6H12N2O4,"2,3-Dimethyl-2,3-dinitrobutane",3964-18-9,O=N(=O)C(C)(C)C(N(=O)=O)(C)C,solid,73.2,-5.607616527260593,-2.605253282883826,-0.11062856002557986,3.457009485172528,-4.744505651085436,-2.5044039003660767,-3.524922590574926,valid,0.022003435225500745,-5.585613092035092,0.031117556514701054,-5.585613092035092,2,0
DNAN,"2,4-dinitroanisole",55.0,90.0,91.0,35.73110567,12978.4563,0.0,,Cuddy 2014,Cuddy 2014,6,C7H6N2O5,"1-methoxy-2,4-dinitrobenzene",119-27-7,O=N(=O)C1=CC=C(OC)C(=C1)N(=O)=O,solid,72.5,-7.798850056983063,0.950303579687791,8.301207540442775,18.94463952500873,-3.8192715964939836,-0.0074494725031044595,-1.8168656883104362,valid,0.15071066651517384,-8.110824586031642,0.28048976154518274,-8.191456517298343,3,0
DNAN,"2,4-dinitroanisole",165.0,250.0,91.0,6.720234282,4107.55721,0.0,,Cuddy 2014,Cuddy 2014,6,C7H6N2O5,"1-methoxy-2,4-dinitrobenzene",119-27-7,O=N(=O)C1=CC=C(OC)C(=C1)N(=O)=O,liquid,207.5,-7.056580106730506,-4.287556713578187,-1.9610659610518866,1.4074784002176806,-2.6545396766899465,-1.131351706722164,-1.8256040827144489,outlier,0.09356844207932369,-7.590722339028259,0.06616287989935048,-7.543938117988597,2,1
DNAN,"2,4-dinitroanisole",50.0,90.0,94.5,11.14426845,5764.946399,0.0,0.040913571,Liu 2013,Liu 2013,11,C7H6N2O5,"1-methoxy-2,4-dinitrobenzene",119-27-7,O=N(=O)C1=CC=C(OC)C(=C1)N(=O)=O,solid,70.0,-8.191456517298343,-4.305139024206085,-1.0399149992232921,3.6878286918676837,-6.6955780578137105,-4.730566739315712,-5.655808481371123,valid,0.15071066651517384,-8.110824586031642,0.28048976154518274,-8.191456517298343,3,0
DNAN,"2,4-dinitroanisole",100.0,150.0,94.5,8.308987718,4726.549838,0.0,0.042251673,Liu 2013,Liu 2013,11,C7H6N2O5,"1-methoxy-2,4-dinitrobenzene",119-27-7,O=N(=O)C1=CC=C(OC)C(=C1)N(=O)=O,liquid,125.0,-7.543938117988597,-4.357633849734157,-1.680550141029908,2.1956205344004385,-4.357633849734157,-2.860928004557014,-3.5622915435848306,valid,0.09356844207932369,-7.590722339028259,0.06616287989935048,-7.543938117988597,2,1
DNAN,"2,4-dinitroanisole",50.88,87.93,94.5,12.44231884,6196.894508,0.0,0.045958156,Zhang 2014,Zhang 2014,8,C7H6N2O5,"1-methoxy-2,4-dinitrobenzene",119-27-7,O=N(=O)C1=CC=C(OC)C(=C1)N(=O)=O,solid,69.405,-8.342167183813517,-4.164660948288892,-0.654784632471733,4.427193045522861,-6.682127995169585,-4.7197906869746316,-5.647898812639726,valid,0.15071066651517384,-8.110824586031642,0.28048976154518274,-8.191456517298343,3,0
DNAN,"2,4-dinitroanisole",97.54,143.81,94.5,9.160617505,5008.36069,0.0,0.032928448,Zhang 2014,Zhang 2014,8,C7H6N2O5,"1-methoxy-2,4-dinitrobenzene",119-27-7,O=N(=O)C1=CC=C(OC)C(=C1)N(=O)=O,liquid,120.67500000000001,-7.637506560067921,-4.261225426796868,-1.424526085827436,2.682753325992044,-4.350296439266101,-2.850991977924023,-3.5566063634695,valid,0.09356844207932369,-7.590722339028259,0.06616287989935048,-7.543938117988597,2,1
DNTF,"3,4-dinitrofurazanfuroxan",50.0,110.0,110.0,12.88684646,6392.159281,0.0,0.043854268,Liu 2013,Liu 2013,11,C6N8O8,"3,4-bis(4-nitro-1,2,5-oxadiazol-3-yl)-2-oxido-1,2,5-oxadiazol-2-ium",,C1(=NO[N+](=C1C2=NON=C2[N+](=O)[O-])[O-])C3=NON=C3[N+](=O)[O-],solid,80.0,-8.552560821569683,-4.243420941849125,-0.6229480681623176,4.619163240702321,-6.893934233176546,-3.796330575103747,-5.213562094438627,valid,0.12495594782491892,-8.677516769394602,0.17671439611318518,-8.677516769394602,2,0
DNTF,"3,4-dinitrofurazanfuroxan",110.0,150.0,110.0,8.521274848,4697.462744,0.0,0.019580341,Liu 2013,Liu 2013,11,C6N8O8,"3,4-bis(4-nitro-1,2,5-oxadiazol-3-yl)-2-oxido-1,2,5-oxadiazol-2-ium",,C1(=NO[N+](=C1C2=NON=C2[N+](=O)[O-])[O-])C3=NON=C3[N+](=O)[O-],liquid,130.0,-7.234092396675502,-4.067396581719954,-1.4067875930863387,2.4455292048518382,-3.7388393213853615,-2.5799014346420908,-3.1306233139744535,valid,0.05693158245606256,-7.177160814219439,0.08051341603672584,-7.177160814219439,2,0
DNTF,"3,4-dinitrofurazanfuroxan",51.02,105.91,110.0,14.63893494,6989.055693,0.0,0.033302004,Zhang 2014,Zhang 2014,8,C6N8O8,"3,4-bis(4-nitro-1,2,5-oxadiazol-3-yl)-2-oxido-1,2,5-oxadiazol-2-ium",,C1(=NO[N+](=C1C2=NON=C2[N+](=O)[O-])[O-])C3=NON=C3[N+](=O)[O-],solid,78.465,-8.802472717219521,-4.090947662170711,-0.13239696954242852,5.59921988729354,-6.92091234074776,-3.7989263299836455,-5.238077397357619,valid,0.12495594782491892,-8.677516769394602,0.17671439611318518,-8.677516769394602,2,0
DNTF,"3,4-dinitrofurazanfuroxan",115.49,143.9,110.0,8.807951865,4748.987194,0.0,0.015625299,Zhang 2014,Zhang 2014,8,C6N8O8,"3,4-bis(4-nitro-1,2,5-oxadiazol-3-yl)-2-oxido-1,2,5-oxadiazol-2-ium",,C1(=NO[N+](=C1C2=NON=C2[N+](=O)[O-])[O-])C3=NON=C3[N+](=O)[O-],liquid,129.695,-7.120229231763377,-3.9187992913714336,-1.2290072261972966,2.665563979078768,-3.411549972175793,-2.579141274911283,-2.9806695501845013,valid,0.05693158245606256,-7.177160814219439,0.08051341603672584,-7.177160814219439,2,0
EGDN,Ethylene glycol dinitrate,74.5,117.0,-22.0,6.97,3256.0,0.0,,Belajev 1941 [38],Ewing 2013,1,C2H4N2O6,2-nitrooxyethyl nitrate,628-96-6,O=N(=O)OCCON(=O)=O,liquid,95.75,-3.950677511319806,-1.7557135200321587,0.088461375885025,2.7586567936364217,-2.395741406587086,-1.3755081378956815,-1.856240173488751,valid,0.024663759852422196,-3.9972874392084528,0.03389674237888651,-4.018750628878082,4,1
EGDN,Ethylene glycol dinitrate,20.0,50.0,-22.0,8.02,3582.0,0.0,,Brandner 1938 [60],Ewing 2013,1,C2H4N2O6,2-nitrooxyethyl nitrate,628-96-6,O=N(=O)OCCON(=O)=O,liquid,35.0,-3.9940868690256597,-1.5793568270132656,0.4494621156081573,3.387005108969798,-4.19900051168344,-3.0646356181339947,-3.604208989128672,valid,0.024663759852422196,-3.9972874392084528,0.03389674237888651,-4.018750628878082,4,1
EGDN,Ethylene glycol dinitrate,15.0,55.0,-22.0,8.78,3818.0,0.0,,Crater 1929 [59],Ewing 2013,1,C2H4N2O6,2-nitrooxyethyl nitrate,628-96-6,O=N(=O)OCCON(=O)=O,liquid,35.0,-4.025634747610265,-1.4518102639689143,0.7106773750396265,3.8417603311129787,-4.4700433801839345,-2.8549230534816417,-3.6100697712153185,valid,0.024663759852422196,-3.9972874392084528,0.03389674237888651,-4.018750628878082,4,1
EGDN,Ethylene glycol dinitrate,-33.0,25.0,-22.0,7.67,3476.0,0.0,,Pella 1976 [44],Ewing 2013,1,C2H4N2O6,2-nitrooxyethyl nitrate,628-96-6,O=N(=O)OCCON(=O)=O,Unknown,-4.0,-3.9885611269495236,-1.6452887578721693,0.32349254993131105,3.1741065769902344,-6.804286904018323,-3.9885611269495236,-5.244731562325843,valid,,,,,1,0
EGDN,Ethylene glycol dinitrate,0.0,22.0,-22.0,7.13,3324.0,0.0,,Rinkenbach 1926 [48],Ewing 2013,1,C2H4N2O6,2-nitrooxyethyl nitrate,628-96-6,O=N(=O)OCCON(=O)=O,liquid,11.0,-4.018750628878082,-1.7779458662736163,0.10474373877205956,2.830704908491237,-5.039137836353652,-4.132070133830257,-4.568046806264298,valid,0.024663759852422196,-3.9972874392084528,0.03389674237888651,-4.018750628878082,4,1
EGDN,Ethylene glycol dinitrate,20.0,60.0,-22.0,11.54,4926.0,0.0,,Vacek 1959 [65],Ewing 2013,1,C2H4N2O6,2-nitrooxyethyl nitrate,628-96-6,O=N(=O)OCCON(=O)=O,liquid,40.0,-4.981884957236293,-1.6611255527267872,1.1289252879636464,5.168661967276724,-5.2636841207572935,-3.246132372805045,-4.190480600351272,outlier,0.024663759852422196,-3.9972874392084528,0.03389674237888651,-4.018750628878082,4,1
GN,Guanidine nitrate,245.0,290.0,213.0,19.64483806,11709.44782,0.0,,Brady 2012,Brady 2012,3,CH6N3NO3,guanidine;nitric acid,506-93-4,O=N(=O)O.N=C(N)N,liquid,267.5,-19.628842369314103,-11.735164137507702,-5.103017419234913,4.499720269144412,-2.953729574854769,-1.1479308647980098,-2.0132546432275937,valid,0.4561246343803482,-20.08496700369445,0.6450576440731578,-20.08496700369445,2,0
GN,Guanidine nitrate,247.0,295.0,213.0,20.64805832,12280.54506,0.0,,Brady 2012,Brady 2012,3,CH6N3NO3,guanidine;nitric acid,506-93-4,O=N(=O)O.N=C(N)N,liquid,271.0,-20.5410916380748,-12.262420200702135,-5.30680812827222,4.764277604744228,-2.9615640197097015,-0.9669114239056604,-1.920250161117341,valid,0.4561246343803482,-20.08496700369445,0.6450576440731578,-20.08496700369445,2,0
GN,Guanidine nitrate,205.0,225.0,213.0,26.35,14587.0,0.0,,Oxley 2010 [47],Ewing 2013,1,CH6N3NO3,guanidine;nitric acid,506-93-4,O=N(=O)O.N=C(N)N,Unknown,215.0,-22.57503773268489,-12.74151815623744,-4.479546655394696,7.483027226282093,-4.157163024155601,-2.932344675298605,-3.5322083376011477,valid,,,,,1,0
HMTD,Hexamethylene Triperoxide Diamine,28.0,80.0,80.0,5.851645318,4816.760099,0.0,0.00991932,Aernecke 2015,Aernecke 2015,5,C6H12N2O6,"3,4,8,9,12,13-hexaoxa-1,6-diazabicyclo[4.4.4]tetradecane",283-66-9,O1OCN2COOCN(C1)COOC2,solid,54.0,-10.303847215959419,-7.056729595573631,-4.328551446239671,-0.3784007261052835,-10.142909219605844,-7.787771640799378,-8.871754037035917,valid,0.0946116299916877,-10.152575116893408,0.18618486727577468,-10.20923558596773,3,0
HMTD,Hexamethylene Triperoxide Diamine,10.0,80.0,80.0,6.16604937,4787.258805,-1.002066867,0.003697806,Aernecke 2015,Aernecke 2015,5,C6H12N2O6,"3,4,8,9,12,13-hexaoxa-1,6-diazabicyclo[4.4.4]tetradecane",283-66-9,O1OCN2COOCN(C1)COOC2,solid,45.0,-9.94464254875307,-6.697810344865346,-3.973270256443163,-0.03387502217655847,-10.801144937758277,-7.4284044222133385,-8.928669229324447,valid,0.0946116299916877,-10.152575116893408,0.18618486727577468,-10.20923558596773,3,0
HMTD,Hexamethylene Triperoxide Diamine,10.0,80.0,80.0,3.848806711,3426.923838,-54.38036511,,Alnemrat 2013,Aernecke 2015,5,C6H12N2O6,"3,4,8,9,12,13-hexaoxa-1,6-diazabicyclo[4.4.4]tetradecane",283-66-9,O1OCN2COOCN(C1)COOC2,solid,45.0,-10.20923558596773,-6.901664673084474,-4.334508296785044,-0.9189570781929781,-11.130995305328693,-7.6213142042721085,-9.143302253434562,valid,0.0946116299916877,-10.152575116893408,0.18618486727577468,-10.20923558596773,3,0
HMX,Cyclotetramethylene tetranitramine,245.0,270.0,282.0,14.21181409,8883.927922,0.0,,Brady 2012,Brady 2012,3,C4H8N8O8,"1,3,5,7-tetranitro-1,3,5,7-tetrazocane",2691-41-0,O=N(=O)N1CN(N(=O)=O)CN(N(=O)=O)CN(N(=O)=O)C1,solid,257.5,-15.585026164905255,-9.596112808030284,-4.564320163408013,2.7212522042081098,-2.933661007944611,-2.1444924956577402,-2.529781918668615,valid,0.17958787938453646,-15.70411151383098,0.3635748287259643,-15.684508221494214,8,1
HMX,Cyclotetramethylene tetranitramine,245.0,275.0,282.0,14.28130121,8934.306082,0.0,,Brady 2012,Brady 2012,3,C4H8N8O8,"1,3,5,7-tetranitro-1,3,5,7-tetrazocane",2691-41-0,O=N(=O)N1CN(N(=O)=O)CN(N(=O)=O)CN(N(=O)=O)C1,solid,260.0,-15.684508221494214,-9.661633486502746,-4.601307015721227,2.7255797044706735,-2.9614008685486812,-2.017715632105263,-2.476283113361154,valid,0.17958787938453646,-15.70411151383098,0.3635748287259643,-15.684508221494214,8,1
HMX,Cyclotetramethylene tetranitramine,245.0,272.0,282.0,14.41158956,8997.278782,0.0,,Brady 2012,Brady 2012,3,C4H8N8O8,"1,3,5,7-tetranitro-1,3,5,7-tetrazocane",2691-41-0,O=N(=O)N1CN(N(=O)=O)CN(N(=O)=O)CN(N(=O)=O)C1,solid,258.5,-15.765431342230421,-9.700104884593326,-4.604111131112756,2.774418529798874,-2.9526462443037715,-2.092636399827569,-2.5117223594959093,valid,0.17958787938453646,-15.70411151383098,0.3635748287259643,-15.684508221494214,8,1
HMX,Cyclotetramethylene tetranitramine,245.0,275.0,282.0,14.21181409,8883.927922,0.0,,Brady 2012,Brady 2012,3,C4H8N8O8,"1,3,5,7-tetranitro-1,3,5,7-tetrazocane",2691-41-0,O=N(=O)N1CN(N(=O)=O)CN(N(=O)=O)CN(N(=O)=O)C1,solid,260.0,-15.585026164905255,-9.596112808030284,-4.564320163408013,2.7212522042081098,-2.933661007944611,-1.9952969598951036,-2.451278701897216,valid,0.17958787938453646,-15.70411151383098,0.3635748287259643,-15.684508221494214,8,1
HMX,Cyclotetramethylene tetranitramine,141.8,206.2,275.0,11.83,8407.0,0.0,,Cundall 1981 [54],Ewing 2013,1,C4H8N8O8,"1,3,5,7-tetranitro-1,3,5,7-tetrazocane",2691-41-0,O=N(=O)N1CN(N(=O)=O)CN(N(=O)=O)CN(N(=O)=O)C1,solid,174.0,-16.36721616635922,-10.699813747822594,-5.938149635422173,0.9563014938886365,-8.430272321966504,-5.708333159486807,-6.971297103880131,valid,0.17958787938453646,-15.70411151383098,0.3635748287259643,-15.684508221494214,8,1
HMX,Cyclotetramethylene tetranitramine,40.0,80.0,275.0,6.562645639,6469.404497,0.0,0.141451312,Morrison 2021,Morrison 2021,34,C4H8N8O8,"1,3,5,7-tetranitro-1,3,5,7-tetrazocane",2691-41-0,O=N(=O)N1CN(N(=O)=O)CN(N(=O)=O)CN(N(=O)=O)C1,solid,60.0,-15.135843366534132,-10.774630247372777,-7.1104062409535045,-1.8049473209689593,-14.096477774699508,-11.756494944321538,-12.856248243635452,valid,0.17958787938453646,-15.70411151383098,0.3635748287259643,-15.684508221494214,8,1
HMX,Cyclotetramethylene tetranitramine,97.6,129.3,275.0,13.3,9154.0,0.0,,Rosen 1969 [58],Ewing 2013,1,C4H8N8O8,"1,3,5,7-tetranitro-1,3,5,7-tetrazocane",2691-41-0,O=N(=O)N1CN(N(=O)=O)CN(N(=O)=O)CN(N(=O)=O)C1,solid,113.45,-17.402666443065574,-11.231689669033901,-6.046930149001373,1.4601241673672636,-11.390492245448414,-9.445682693502299,-10.378220382824626,outlier,0.17958787938453646,-15.70411151383098,0.3635748287259643,-15.684508221494214,8,1
HMX,Cyclotetramethylene tetranitramine,188.0,213.0,275.0,12.32,8296.0,0.0,,Taylor 1974 [52],Ewing 2013,1,C4H8N8O8,"1,3,5,7-tetranitro-1,3,5,7-tetrazocane",2691-41-0,O=N(=O)N1CN(N(=O)=O)CN(N(=O)=O)CN(N(=O)=O)C1,solid,200.5,-15.504920342109678,-9.912346241457861,-5.213551727781887,1.5898700122873954,-5.669808088474468,-4.744691967499744,-5.195042753087723,valid,0.17958787938453646,-15.70411151383098,0.3635748287259643,-15.684508221494214,8,1
HMX,Cyclotetramethylene tetranitramine,188.0,213.0,275.0,11.82,8296.0,0.0,,Taylor 1974 [52],Ewing 2013,1,C4H8N8O8,"1,3,5,7-tetranitro-1,3,5,7-tetrazocane",2691-41-0,O=N(=O)N1CN(N(=O)=O)CN(N(=O)=O)CN(N(=O)=O)C1,solid,200.5,-16.004920342109678,-10.412346241457861,-5.713551727781887,1.0898700122873954,-6.169808088474468,-5.244691967499744,-5.695042753087723,valid,0.17958787938453646,-15.70411151383098,0.3635748287259643,-15.684508221494214,8,1
HNS,Hexanitrostilbene,257.0,312.0,325.0,9.808068048,7548.906684,0.0,,Brady 2012,Brady 2012,3,C14H6N6O12,"1,3,5-trinitro-2-[(E)-2-(2,4,6-trinitrophenyl)ethenyl]benzene",,C1=C(C=C(C(=C1[N+](=O)[O-])C=CC2=C(C=C(C=C2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],solid,284.5,-15.511089034005701,-10.422152195869758,-6.14650594333467,0.04423608266339052,-4.431122151000283,-3.092738042745962,-3.728929502434859,valid,0.5607715572877776,-15.919219333493169,0.3925008752227178,-16.21814347240148,4,1
HNS,Hexanitrostilbene,252.0,311.0,325.0,9.907955779,7622.302452,0.0,,Brady 2012,Brady 2012,3,C14H6N6O12,"1,3,5-trinitro-2-[(E)-2-(2,4,6-trinitrophenyl)ethenyl]benzene",,C1=C(C=C(C(=C1[N+](=O)[O-])C=CC2=C(C=C(C=C2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],solid,281.5,-15.657371915113702,-10.518956862029077,-6.201739776320723,0.04919298782105663,-4.6065685511913745,-3.1405804736748273,-3.834588982561346,valid,0.5607715572877776,-15.919219333493169,0.3925008752227178,-16.21814347240148,4,1
HNS,Hexanitrostilbene,247.0,312.0,325.0,10.60716989,7997.967179,0.0,,Brady 2012,Brady 2012,3,C14H6N6O12,"1,3,5-trinitro-2-[(E)-2-(2,4,6-trinitrophenyl)ethenyl]benzene",,C1=C(C=C(C(=C1[N+](=O)[O-])C=CC2=C(C=C(C=C2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],solid,279.5,-16.21814347240148,-10.826481936343297,-6.296491061072599,0.2625185558475067,-4.769100760773817,-3.061064202113135,-3.864859747202571,valid,0.5607715572877776,-15.919219333493169,0.3925008752227178,-16.21814347240148,4,1
HNS,Hexanitrostilbene,251.0,316.0,325.0,10.72877235,8055.728345,0.0,,Brady 2012,Brady 2012,3,C14H6N6O12,"1,3,5-trinitro-2-[(E)-2-(2,4,6-trinitrophenyl)ethenyl]benzene",,C1=C(C=C(C(=C1[N+](=O)[O-])C=CC2=C(C=C(C=C2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],solid,283.5,-16.29027291245179,-10.859672899899508,-6.296966517166862,0.3094121417609763,-4.640355466464754,-2.9447035814266336,-3.7430292219033525,valid,0.5607715572877776,-15.919219333493169,0.3925008752227178,-16.21814347240148,4,1
HNS,Hexanitrostilbene,161.4,206.3,318.0,11.31,9399.0,0.0,,Rosen 1969 [58],Ewing 2013,1,C14H6N6O12,"1,3,5-trinitro-2-[(E)-2-(2,4,6-trinitrophenyl)ethenyl]benzene",,C1=C(C=C(C(=C1[N+](=O)[O-])C=CC2=C(C=C(C=C2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],solid,183.85000000000002,-20.2144004695623,-13.878262092992097,-8.554736341540737,-0.8467613011705364,-10.319271660338282,-8.29371258733966,-9.256739606126915,outlier,0.5607715572877776,-15.919219333493169,0.3925008752227178,-16.21814347240148,4,1
HP,Hydrogen peroxide,15.0,90.0,-0.4,5.962,2535.0,0.0,,Maass 1924 [27],Ewing 2013,1,H2O2,hydrogen peroxide,7722-84-1,OO,liquid,52.5,-2.540431661915145,-0.8315146723837605,0.6042910282151537,2.683205458190519,-2.835501301405518,-1.0185865344898808,-1.8224311377245517,valid,,,,,1,0
NG,Nitroglycerin,30.0,50.0,13.0,7.32,3974.0,0.0,,Brandner 1938 [60],Ewing 2013,1,C3H5N3O9,"1,3-dinitrooxypropan-2-yl nitrate",55-63-0,O=N(=O)OCC(ON(=O)=O)CON(=O)=O,liquid,40.0,-6.008861311420427,-3.329872705346375,-1.0790277924548235,2.179988359309319,-5.789021936335148,-4.977694569085564,-5.370403959763692,valid,0.1328187685605391,-6.178420474795958,0.18330322803891455,-6.21900469562301,7,1
NG,Nitroglycerin,15.0,55.0,13.0,6.29,3515.0,0.0,,Crater 1929 [59],Ewing 2013,1,C3H5N3O9,"1,3-dinitrooxypropan-2-yl nitrate",55-63-0,O=N(=O)OCC(ON(=O)=O)CON(=O)=O,liquid,35.0,-5.499367767902064,-3.1298043682165355,-1.138933741942302,1.7436635840393198,-5.90850772167274,-4.42156483315557,-5.116782411163395,outlier,0.1328187685605391,-6.178420474795958,0.18330322803891455,-6.21900469562301,7,1
NG,Nitroglycerin,20.0,94.0,13.0,9.21,4602.0,0.0,,Dionne 1986 [40],Ewing 2013,1,C3H5N3O9,"1,3-dinitrooxypropan-2-yl nitrate",55-63-0,O=N(=O)OCC(ON(=O)=O)CON(=O)=O,liquid,57.0,-6.2251836323997995,-3.122842020635133,-0.516302441086335,3.25772683179202,-6.488447893569845,-3.324386490535204,-4.729118582462517,valid,0.1328187685605391,-6.178420474795958,0.18330322803891455,-6.21900469562301,7,1
NG,Nitroglycerin,20.0,40.0,13.0,12.55,5603.0,0.0,,Kemp 1957 [46],Ewing 2013,1,C3H5N3O9,"1,3-dinitrooxypropan-2-yl nitrate",55-63-0,O=N(=O)OCC(ON(=O)=O)CON(=O)=O,liquid,30.0,-6.24255408351501,-2.465409352807182,0.7080894008242637,5.303023346051866,-6.563082039911308,-5.342383841609454,-5.9325993732475695,valid,0.1328187685605391,-6.178420474795958,0.18330322803891455,-6.21900469562301,7,1
NG,Nitroglycerin,20.0,93.0,13.0,8.84,4488.0,0.0,,Marshall 1916 [42],Ewing 2013,1,C3H5N3O9,"1,3-dinitrooxypropan-2-yl nitrate",55-63-0,O=N(=O)OCC(ON(=O)=O)CON(=O)=O,liquid,56.5,-6.21282575884622,-3.1873348519362192,-0.6453640494557753,3.0351755804177714,-6.46956848030019,-3.417271609995904,-4.774439557106023,valid,0.1328187685605391,-6.178420474795958,0.18330322803891455,-6.21900469562301,7,1
